source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_alumni,indicator_award,indicator_hici,indicator_n_s,indicator_pub,indicator_pcp
arwu,2026-07-19T13:10:49+00:00,overall,2007,14,"University of California, San Diego",,university-of-california-san-diego,United States,US,12,50.4,16.6,34.0,59.3,55.5,64.6,46.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,15,University of Pennsylvania,,university-of-pennsylvania,United States,US,13,49.0,33.3,34.4,56.9,40.3,70.8,38.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,16,University of Washington,,university-of-washington,United States,US,14,48.2,27.0,31.8,52.4,49.0,74.1,27.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,17,University of Wisconsin - Madison,,university-of-wisconsin-madison,United States,US,15,48.0,40.3,35.5,52.9,43.1,67.2,28.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,18,"University of California, San Francisco",,university-of-california-san-francisco,United States,US,16,46.8,0.0,36.8,54.0,53.7,59.8,46.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,19,The Johns Hopkins University,,johns-hopkins-university,United States,US,17,46.1,48.1,27.8,41.3,50.9,67.9,24.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,20,The University of Tokyo,,the-university-of-tokyo,Japan,JP,1,45.9,33.8,14.1,41.9,52.7,80.9,34.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,21,University of Michigan - Ann Arbor,,university-of-michigan-ann-arbor,United States,US,18,44.0,40.3,0.0,60.7,40.8,77.1,30.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,22,Kyoto University,,kyoto-university,Japan,JP,2,43.1,37.2,33.4,38.5,35.1,68.6,30.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,23,The Imperial College of Science,,imperial-college-london,United Kingdom,GB,3,43.0,19.5,37.4,40.6,39.7,62.2,39.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,23,University of Toronto,,university-of-toronto,Canada,CA,1,43.0,26.3,19.3,39.2,37.7,77.6,44.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,25,University College London,,university-college-london,United Kingdom,GB,4,42.8,28.8,32.2,38.5,42.9,63.2,33.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,26,University of Illinois at Urbana-Champaign,,university-of-illinois-at-urbana-champaign,United States,US,19,42.7,39.0,36.6,44.5,36.4,57.6,26.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,27,Swiss Federal Institute of Technology Zurich,,eth-zurich,Switzerland,CH,1,39.9,37.7,36.3,35.5,39.9,38.4,50.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,28,Washington University in St. Louis,,washington-university-in-st-louis,United States,US,20,39.7,23.5,26.0,39.2,43.2,53.4,39.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,29,Northwestern University,,northwestern-university,United States,US,21,38.2,20.4,18.9,46.9,34.2,57.0,36.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,30,New York University,,new-york-university,United States,US,22-23,38.0,35.8,24.5,41.3,34.4,53.9,25.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,30,Rockefeller University,,rockefeller-university,United States,US,22-23,38.0,21.2,58.6,27.7,45.6,23.2,37.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,32,Duke University,,duke-university,United States,US,24,37.4,19.5,0.0,46.9,43.6,62.0,39.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,33,University of Minnesota,,university-of-minnesota-twin-cities,United States,US,25,37.0,33.8,0.0,48.6,35.9,67.0,23.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,34,University of Colorado at Boulder,,university-of-colorado-at-boulder,United States,US,26,36.6,15.6,30.8,39.9,38.8,45.7,30.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,35,"University of California, Santa Barbara",,university-of-california-santa-barbara,United States,US,27,35.8,0.0,35.3,42.6,36.2,42.7,35.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,36,University of British Columbia,,university-of-british-columbia,Canada,CA,2,35.4,19.5,18.9,31.4,31.0,63.1,36.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,37,"University of Maryland, College Park",,university-of-maryland-college-park,United States,US,28,35.0,24.3,20.0,40.6,31.2,53.3,25.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,38,The University of Texas at Austin,,the-university-of-texas-at-austin,United States,US,29,34.4,20.4,16.7,46.9,28.0,54.8,21.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,39,Pierre and Marie Curie University - Paris 6,,pierre-and-marie-curie-university-paris-6,France,FR,1,33.8,38.4,23.6,23.4,27.2,54.2,33.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,39,The University of Texas Southwestern Medical Center at Dallas,,the-university-of-texas-southwestern-medical-center-at-dallas,United States,US,30,33.8,22.8,33.2,30.6,35.5,38.0,31.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,41,Vanderbilt University,,vanderbilt-university,United States,US,31,33.6,19.5,29.6,31.4,23.8,51.0,36.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,42,Utrecht University,,utrecht-university,Netherlands,NL,1,33.5,28.8,20.9,27.7,29.9,56.6,26.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,43,Pennsylvania State University - University Park,,pennsylvania-state-university-university-park,United States,US,32-33,32.7,13.2,0.0,45.1,37.7,58.0,23.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,43,"University of California, Davis",,university-of-california-davis,United States,US,32-33,32.7,0.0,0.0,46.9,33.1,64.2,30.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,45,"University of California, Irvine",,university-of-california-irvine,United States,US,34,32.5,0.0,29.4,35.5,28.0,48.9,32.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,46,University of Copenhagen,,university-of-copenhagen,Denmark,DK,1,32.2,28.8,24.2,25.7,25.2,51.4,31.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,47,Rutgers,,rutgers-the-state-university-of-new-jersey-new-brunswick,United States,US,35,32.1,14.4,20.0,39.9,32.1,44.8,24.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,48,The University of Manchester,,the-university-of-manchester,United Kingdom,GB,5,32.0,25.6,18.9,24.6,28.3,56.9,28.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,49,University of Pittsburgh,,university-of-pittsburgh,United States,US,36,31.9,23.5,0.0,39.9,23.6,65.6,28.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,50,University of Southern California,,university-of-southern-california,United States,US,37,31.4,0.0,26.8,37.1,23.4,52.7,25.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,51,University of Florida,,university-of-florida,United States,US,38,31.1,21.2,0.0,37.1,24.8,65.5,26.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,52,University of Paris Sud (Paris 11),,university-of-paris-sud-paris-11,France,FR,2,30.9,31.3,39.1,14.8,20.4,44.8,30.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,53,Karolinska Institute,,karolinska-institute,Sweden,SE,1,30.8,28.8,27.3,32.3,16.6,47.0,24.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,53,The University of Edinburgh,,the-university-of-edinburgh,United Kingdom,GB,6,30.8,21.2,16.7,26.7,34.2,47.0,29.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,53,University of Munich,,university-of-munich,Germany,DE,1,30.8,34.8,22.9,14.8,27.1,51.8,31.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,56,Technical University Munich,,technical-university-of-munich,Germany,DE,2,30.6,40.3,23.6,25.7,20.2,44.4,29.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,57,The Australian National University,,the-australian-national-university,Australia,AU,1,30.4,16.6,12.6,36.3,30.0,44.7,32.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,58,University of North Carolina at Chapel Hill,,university-of-north-carolina-at-chapel-hill,United States,US,39,30.2,11.8,0.0,37.8,29.3,60.1,27.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,58,University of Zurich,,university-of-zurich,Switzerland,CH,2,30.2,11.8,26.8,22.2,28.3,48.4,31.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,60,Carnegie Mellon University,,carnegie-mellon-university,United States,US,40,30.0,32.8,32.8,32.3,12.0,36.7,31.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,61,The Ohio State University - Columbus,,the-ohio-state-university-columbus,United States,US,41,29.5,16.6,0.0,41.9,22.0,61.2,19.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,62,University of Bristol,,university-of-bristol,United Kingdom,GB,7,29.4,10.2,17.9,29.6,26.7,47.3,32.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,63,McGill University,,mcgill-university,Canada,CA,3,29.3,27.0,0.0,29.6,24.2,58.7,32.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,64,The Hebrew University of Jerusalem,,the-hebrew-university-of-jerusalem,Israel,IL,1,29.0,31.1,20.0,24.6,23.3,43.6,28.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,65,University of Heidelberg,,heidelberg-university,Germany,DE,3,28.9,18.6,27.2,18.2,22.8,48.7,29.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,66,Uppsala University,,uppsala-university,Sweden,SE,2,28.8,24.3,32.2,12.8,23.6,49.1,21.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,67,Osaka University,,osaka-university,Japan,JP,3,28.6,11.8,0.0,24.6,30.4,64.0,28.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,68,Purdue University - West Lafayette,,purdue-university-west-lafayette,United States,US,42,28.3,17.6,16.7,29.6,20.9,51.3,20.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,69,University of Oslo,,university-of-oslo,Norway,NO,1,28.2,24.3,33.4,18.2,16.8,42.5,27.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,70,Brown University,,brown-university,United States,US,43,28.1,17.6,13.6,31.4,28.2,39.9,29.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,71,Leiden University,,leiden-university,Netherlands,NL,2,28.0,23.5,15.5,28.7,20.9,45.2,28.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,72,The University of Sheffield,,the-university-of-sheffield,United Kingdom,GB,8,27.9,22.0,14.1,22.2,27.8,46.0,29.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,73,University of Helsinki,,university-of-helsinki,Finland,FI,1,27.8,17.6,17.9,19.6,21.7,52.7,28.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,74,University of Arizona,,university-of-arizona,United States,US,44,27.6,0.0,0.0,29.6,37.1,54.6,25.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,75,University of Rochester,,university-of-rochester,United States,US,45,27.4,31.1,8.9,26.7,21.5,43.1,35.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,76,Moscow State University,,moscow-state-university,Russia,RU,1,27.1,51.6,34.2,0.0,7.5,48.5,31.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,76,Tohoku University,,tohoku-university,Japan,JP,4,27.1,17.6,0.0,22.2,23.7,63.0,28.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,78,Case Western Reserve University,,case-western-reserve-university,United States,US,46,26.8,38.1,11.5,21.0,19.6,43.0,32.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,79,University of Melbourne,,the-university-of-melbourne,Australia,AU,2,26.6,14.4,14.1,22.2,18.4,55.1,25.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,80,Michigan State University,,michigan-state-university,United States,US,47,26.1,11.8,0.0,36.3,24.6,51.0,18.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,81,University of Nottingham,,university-of-nottingham,United Kingdom,GB,9,26.0,14.4,20.0,24.6,16.2,44.8,27.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,82,University of Basel,,university-of-basel,Switzerland,CH,3,25.9,24.3,17.1,21.0,22.9,35.6,35.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,83,Boston University,,boston-university,United States,US,48,25.5,14.4,0.0,30.6,27.1,50.4,17.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,83,Ecole Normale Superieure - Paris,,ecole-normale-superieure-paris,France,FR,3,25.5,48.5,31.6,12.8,16.8,25.8,25.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,83,King's College London,,kings-college-london,United Kingdom,GB,10,25.5,15.6,23.1,19.6,15.4,45.1,26.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,86,Stockholm University,,stockholm-university,Sweden,SE,3,25.3,27.6,29.6,16.6,17.2,36.4,19.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,87,McMaster University,,mcmaster-university,Canada,CA,4,25.0,15.6,18.9,22.2,14.3,45.4,25.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,87,Rice University,,rice-university,United States,US,49,25.0,20.4,21.9,22.2,22.3,30.0,29.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,87,University of Goettingen,,university-of-goettingen,Germany,DE,4,25.0,36.3,20.0,14.8,16.3,39.7,25.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,90,Indiana University Bloomington,,indiana-university-bloomington,United States,US,50,24.9,13.2,17.9,27.7,20.0,39.9,18.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,91,Texas A&M University - College Station,,texas-a-m-university,United States,US,51,24.8,0.0,0.0,33.1,23.6,53.7,20.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,92,University of Birmingham,,university-of-birmingham,United Kingdom,GB,11,24.5,23.5,10.9,22.2,15.4,45.3,26.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,93,University of Utah,,university-of-utah,United States,US,52,24.3,0.0,0.0,30.6,27.6,47.5,25.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,94,Nagoya University,,nagoya-university,Japan,JP,5,24.1,0.0,14.1,18.2,22.3,50.0,25.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,94,University of Freiburg,,university-of-freiburg,Germany,DE,5,24.1,23.5,20.9,16.6,18.9,37.4,23.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,96,Arizona State University - Tempe,,arizona-state-university,United States,US,53,24.0,0.0,14.1,24.6,26.1,42.7,18.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,97,Lund University,,lund-university,Sweden,SE,4,23.9,27.6,0.0,23.4,19.1,50.7,18.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,97,University of Iowa,,university-of-iowa,United States,US,54,23.9,0.0,0.0,34.0,22.2,49.6,21.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,99,Tokyo Institute of Technology,,tokyo-institute-of-technology,Japan,JP,6,23.8,15.6,0.0,22.2,23.9,46.9,30.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,99,University of Bonn,,university-of-bonn,Germany,DE,6,23.8,18.6,20.0,14.8,16.9,42.6,24.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,99,University of Strasbourg,,university-of-strasbourg,France,FR,4,23.8,27.6,22.5,16.6,18.5,32.8,22.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Aarhus University,,aarhus-university,Denmark,DK,2,,14.4,18.9,7.4,24.3,40.8,23.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Baylor College of Medicine,,baylor-college-of-medicine,United States,US,55-70,,0.0,0.0,16.6,32.5,42.9,25.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Catholic University of Leuven,,ku-leuven,Belgium,BE,1-4,,0.0,0.0,21.0,16.1,48.5,23.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Catholic University of Louvain,,catholic-university-of-louvain,Belgium,BE,1-4,,13.2,13.6,16.6,12.9,41.5,26.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Dartmouth College,,dartmouth-college,United States,US,55-70,,22.8,0.0,21.0,22.4,32.1,29.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Emory University,,emory-university,United States,US,55-70,,0.0,0.0,28.7,21.0,48.6,22.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Georgia Institute of Technology,,georgia-institute-of-technology,United States,US,55-70,,15.6,0.0,24.6,22.3,44.8,27.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Ghent University,,ghent-university,Belgium,BE,1-4,,8.3,15.5,14.8,8.6,49.3,27.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Hokkaido University,,hokkaido-university,Japan,JP,7-8,,0.0,0.0,16.6,16.6,51.5,21.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Mayo Medical School,,mayo-clinic-alix-school-of-medicine,United States,US,55-70,,0.0,0.0,25.7,13.7,51.8,26.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,National University of Singapore,,national-university-of-singapore,Singapore,SG,1,,0.0,0.0,14.8,12.9,57.3,27.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,North Carolina State University - Raleigh,,north-carolina-state-university-raleigh,United States,US,55-70,,0.0,0.0,28.7,17.4,43.9,18.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Oregon State University,,oregon-state-university,United States,US,55-70,,14.4,0.0,26.7,26.9,37.7,28.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Swiss Federal Institute of Technology of Lausanne,,swiss-federal-institute-of-technology-lausanne,Switzerland,CH,4-5,,0.0,0.0,21.0,17.5,39.9,40.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Technion-Israel Institute of Technology,,technion-israel-institute-of-technology,Israel,IL,2-4,,17.6,23.1,14.8,15.1,39.2,23.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Tel Aviv University,,tel-aviv-university,Israel,IL,2-4,,0.0,0.0,24.6,19.1,51.3,27.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,The University of Georgia,,the-university-of-georgia,United States,US,55-70,,0.0,0.0,26.7,19.3,45.0,17.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,The University of Glasgow,,the-university-of-glasgow,United Kingdom,GB,12-15,,11.8,0.0,22.2,17.5,42.1,23.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,The University of Queensland,,the-university-of-queensland,Australia,AU,3-5,,15.6,0.0,14.8,21.8,52.7,25.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,The University of Western Australia,,the-university-of-western-australia,Australia,AU,3-5,,16.6,14.1,19.6,11.9,39.4,26.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Tufts University,,tufts-university,United States,US,55-70,,17.6,16.7,19.6,16.7,37.9,24.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University Libre Bruxelles,,universit-libre-de-bruxelles-ulb,Belgium,BE,1-4,,20.4,18.9,12.8,13.9,31.4,26.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Alberta,,university-of-alberta,Canada,CA,5,,14.4,0.0,18.2,16.9,54.5,27.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Amsterdam,,university-of-amsterdam,Netherlands,NL,3-4,,8.3,0.0,18.2,25.1,48.6,23.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,"University of California, Riverside",,university-of-california-riverside,United States,US,55-70,,15.6,0.0,27.7,27.3,35.8,27.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,"University of California, Santa Cruz",,university-of-california-santa-cruz,United States,US,55-70,,0.0,0.0,26.7,29.7,29.3,28.7
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Frankfurt,,goethe-university-frankfurt,Germany,DE,7-11,,34.3,8.9,19.6,15.5,37.5,23.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Geneva,,university-of-geneva,Switzerland,CH,4-5,,27.6,0.0,21.0,23.3,35.0,23.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Groningen,,university-of-groningen,Netherlands,NL,3-4,,0.0,20.0,14.8,17.5,45.8,20.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Hamburg,,university-of-hamburg,Germany,DE,7-11,,15.6,0.0,18.2,20.0,39.2,22.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Hawaii at Manoa,,university-of-hawaii-at-manoa,United States,US,55-70,,0.0,0.0,26.7,29.0,35.3,21.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Illinois at Chicago,,university-of-illinois-at-chicago,United States,US,55-70,,0.0,0.0,26.7,15.0,47.4,21.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Leeds,,university-of-leeds,United Kingdom,GB,12-15,,21.2,0.0,10.5,26.1,42.2,23.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Liverpool,,university-of-liverpool,United Kingdom,GB,12-15,,22.0,15.5,12.8,18.2,40.1,27.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Massachusetts Amherst,,university-of-massachusetts-amherst,United States,US,55-70,,16.6,0.0,33.1,23.0,37.8,22.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Massachusetts Chan Medical School,,university-of-massachusetts-medical-school-worcester,United States,US,55-70,,0.0,20.0,14.8,23.9,28.2,20.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Milan,,university-of-milan,Italy,IT,1-3,,21.2,0.0,18.2,14.1,51.0,19.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Muenster,,university-of-muenster,Germany,DE,7-11,,23.5,15.5,12.8,13.7,37.2,21.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Paris Diderot (Paris 7),,university-paris-diderot-paris-7,France,FR,5,,17.1,13.8,14.8,19.1,35.0,20.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Pisa,,university-of-pisa,Italy,IT,1-3,,17.6,23.6,14.8,5.9,39.3,18.2
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Roma - La Sapienza,,sapienza-university-of-rome,Italy,IT,1-3,,15.6,15.5,10.5,17.9,52.6,14.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Sao Paulo,,university-of-sao-paulo,Brazil,BR,1,,0.0,0.0,10.5,13.1,65.3,30.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Sussex,,university-of-sussex,United Kingdom,GB,12-15,,0.0,22.8,18.2,17.5,27.9,31.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Sydney,,university-of-sydney,Australia,AU,3-5,,18.6,0.0,19.6,16.0,55.3,25.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Tsukuba,,university-of-tsukuba,Japan,JP,7-8,,0.0,20.0,12.8,9.9,41.0,20.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Tuebingen,,university-of-tuebingen,Germany,DE,7-11,,27.6,0.0,16.6,21.2,41.4,23.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Virginia,,university-of-virginia,United States,US,55-70,,0.0,0.0,31.4,22.2,45.8,23.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,University of Wuerzburg,,university-of-wuerzburg,Germany,DE,7-11,,23.5,8.9,23.4,14.1,37.2,22.5
arwu,2026-07-19T13:10:49+00:00,overall,2007,102-150,Weizmann Institute of Science,,weizmann-institute-of-science,Israel,IL,2-4,,0.0,0.0,24.6,30.7,31.1,22.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Cardiff University,,cardiff-university,United Kingdom,GB,16-23,,0.0,0.0,10.5,19.3,42.4,22.9
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Colorado State University,,colorado-state-university,United States,US,71-88,,0.0,0.0,27.7,15.5,38.9,22.6
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Delft University of Technology,,delft-university-of-technology,Netherlands,NL,5-9,,14.4,0.0,7.4,23.4,36.0,16.3
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Erasmus University Rotterdam,,erasmus-university-rotterdam,Netherlands,NL,5-9,,0.0,15.5,19.6,6.2,31.5,18.0
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Florida State University,,florida-state-university,United States,US,71-88,,0.0,0.0,21.0,22.0,39.0,19.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Iowa State University,,iowa-state-university,United States,US,71-88,,0.0,0.0,23.4,12.2,44.0,18.1
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Joseph Fourier University (Grenoble 1),,joseph-fourier-university-grenoble-1,France,FR,6-7,,0.0,15.5,10.5,16.0,33.6,18.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Kyushu University,,kyushu-university,Japan,JP,9,,0.0,0.0,14.8,17.1,51.1,20.8
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,London School of Economics and Political Science,,london-school-of-economics-and-political-science,United Kingdom,GB,16-23,,18.6,0.0,16.6,,25.3,28.4
arwu,2026-07-19T13:10:49+00:00,overall,2007,151-202,Mount Sinai School of Medicine,,icahn-school-of-medicine-at-mount-sinai,United States,US,71-88,,0.0,0.0,19.6,16.0,34.5,19.3
