source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_pub,indicator_cnci,indicator_ic,indicator_top,indicator_award
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Jagiellonian University,RI01750,jagiellonian-university,Poland,PL,,,55.4,52.0,67.3,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Johannes Kepler University Linz,RI00083,johannes-kepler-university-linz,Austria,AT,,,39.7,61.1,72.8,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Kent State University,RI02760,kent-state-university,United States,US,,,34.8,63.7,74.6,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,King Saud University,RI01992,king-saud-university,Saudi Arabia,SA,,,51.6,67.4,80.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,National Taiwan University,RG00047,national-taiwan-university,China-Taiwan,TW,,,43.4,53.6,69.8,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Norwegian University of Science and Technology - NTNU,RI01655,norwegian-university-of-science-and-technology-ntnu,Norway,NO,,,40.2,59.9,78.7,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Osaka University,RI01396,osaka-university,Japan,JP,,,47.7,51.1,58.9,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Pohang University of Science and Technology,RI02126,pohang-university-of-science-and-technology,South Korea,KR,,,36.7,56.2,71.5,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Polytechnic Institute of Milan,RI01203,polytechnic-university-of-milan,Italy,IT,,,52.4,66.5,73.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Simon Fraser University,RI00313,simon-fraser-university,Canada,CA,,,39.3,54.1,79.9,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,"University at Buffalo, the State University of New York",RI02951,university-at-buffalo-the-state-university-of-new-york,United States,US,,,27.0,60.9,54.6,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Tohoku University,RI01428,tohoku-university,Japan,JP,,,47.5,50.6,57.9,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Lisbon,RI01822,university-of-lisbon,Portugal,PT,,,66.0,52.2,76.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Universite de Lille,RI00644,university-of-lille,France,FR,,,54.7,51.7,71.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Montpellier,RI00652,university-of-montpellier,France,FR,,,45.0,56.5,69.8,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Université libre de Bruxelles (ULB),RI00127,universit-libre-de-bruxelles-ulb,Belgium,BE,,,39.5,58.7,87.7,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Toulouse 1,RI00675,university-of-toulouse-1,France,FR,,,34.0,69.1,75.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Amsterdam,RI01623,university-of-amsterdam,Netherlands,NL,,,37.1,56.5,75.2,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Arizona,RI02957,university-of-arizona,United States,US,,,32.9,56.7,71.2,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Basel,RI02286,university-of-basel,Switzerland,CH,,,26.6,69.5,83.4,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Bayreuth,RI00738,university-of-bayreuth,Germany,DE,,,27.8,56.7,74.2,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Bologna,RI01222,university-of-bologna,Italy,IT,,,49.8,55.7,70.9,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Calabria,RI01224,university-of-calabria,Italy,IT,,,33.9,87.8,69.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Cergy-Pontoise,RI00637,university-of-cergy-pontoise,France,FR,,,31.4,64.5,61.3,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Cologne,RI00742,university-of-cologne,Germany,DE,,,39.0,57.7,76.7,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Connecticut,RI02979,university-of-connecticut,United States,US,,,35.0,60.6,58.4,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Hannover,RI00721,leibniz-university-hannover,Germany,DE,,,39.7,55.5,72.3,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Iowa,RI02991,university-of-iowa,United States,US,,,43.4,55.7,72.7,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Kentucky,RI02994,university-of-kentucky,United States,US,,,34.3,61.8,69.3,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Leeds,RI02574,university-of-leeds,United Kingdom,GB,,,41.2,53.9,80.1,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Leipzig,RI00759,university-of-leipzig,Germany,DE,,,31.6,57.5,81.3,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Massachusetts Amherst,RI03005,university-of-massachusetts-amherst,United States,US,,,31.4,63.4,70.6,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Miami,RI03011,university-of-miami,United States,US,,,24.4,71.9,76.4,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Montreal,RI00323,university-of-montreal,Canada,CA,,,41.3,54.7,75.1,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Oslo,RI01665,university-of-oslo,Norway,NO,,,37.7,57.7,78.3,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Perugia,RI01246,university-of-perugia,Italy,IT,,,34.7,82.9,69.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Pisa,RI01247,university-of-pisa,Italy,IT,,,51.2,54.9,71.0,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,"University of Pittsburgh, Pittsburgh Campus",RI03046,university-of-pittsburgh,United States,US,,,40.9,59.7,64.9,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Regensburg,RI00772,university-of-regensburg,Germany,DE,,,34.2,58.0,71.6,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,University of Sydney,RI00073,university-of-sydney,Australia,AU,,,43.1,53.9,78.6,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,151-200,Wayne State University,RI03096,wayne-state-university,United States,US,,,38.4,62.5,74.7,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Aarhus University,RI00424,aarhus-university,Denmark,DK,,,36.1,51.1,82.7,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Arizona State University,RI02615,arizona-state-university,United States,US,,,37.2,59.7,71.6,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,The Australian National University,RI00061,the-australian-national-university,Australia,AU,,,44.3,62.5,81.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Babeș-Bolyai University,RI01834,babe-bolyai-university,Romania,RO,,,53.1,53.3,72.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Bar-Ilan University,RI01160,bar-ilan-university,Israel,IL,,,40.9,52.0,68.5,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Brandeis University,RI02632,brandeis-university,United States,US,,,23.2,64.8,62.1,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Cardiff University,RI02470,cardiff-university,United Kingdom,GB,,,26.6,58.2,79.5,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Huazhong Normal University,RC00109,central-china-normal-university,China,CN,,,45.5,63.9,49.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,China University of Mining and Technology - Xuzhou,RC00073,china-university-of-mining-and-technology-xuzhou,China,CN,,,42.8,71.5,38.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Complutense University of Madrid,RI02157,complutense-university-of-madrid,Spain,ES,,,51.7,58.0,73.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Curtin University,RI00045,curtin-university,Australia,AU,,,32.9,67.8,93.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Dalian University of Technology,RC00016,dalian-university-of-technology,China,CN,,,58.4,53.3,42.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Technical University Darmstadt,RI00727,technical-university-darmstadt,Germany,DE,,,41.0,53.1,68.3,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Donghua University,RC00071,donghua-university,China,CN,,,32.1,77.1,53.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,East China Normal University,RC00042,east-china-normal-university,China,CN,,,57.2,52.0,50.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Tuebingen,RI00776,university-of-tuebingen,Germany,DE,,,32.2,54.1,68.4,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Ecole des Ponts ParisTech,RI00527,ecole-des-ponts-paristech,France,FR,,,31.7,69.1,64.8,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Hong Kong Baptist University,RG00009,hong-kong-baptist-university,China-Hong Kong,HK,,,36.7,75.8,54.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Huazhong University of Science and Technology,RC00010,huazhong-university-of-science-and-technology,China,CN,,,50.8,63.4,49.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Indian Statistical Institute,RI00925,indian-statistical-institute,India,IN,,,45.8,49.4,60.3,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,INSA Toulouse,RI00563,insa-toulouse,France,FR,,,33.3,64.3,74.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Institut National Polytechnique de Grenoble,RI00553,grenoble-institute-of-technology,France,FR,,,36.4,57.5,63.6,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,King Fahd University of Petroleum & Minerals,RI01988,king-fahd-university-of-petroleum-minerals,Saudi Arabia,SA,,,48.2,56.2,80.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,King's College London,RI02491,kings-college-london,United Kingdom,GB,,,31.9,49.4,82.3,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Kyushu University,RI01357,kyushu-university,Japan,JP,,,43.4,52.5,49.5,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Lanzhou University,RC00035,lanzhou-university,China,CN,,,52.5,67.4,44.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Leiden University,RI01613,leiden-university,Netherlands,NL,,,31.9,49.4,84.0,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Louisiana State University - Baton Rouge,RI02767,louisiana-state-university-baton-rouge,United States,US,,,41.0,54.1,65.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,McMaster University,RI00303,mcmaster-university,Canada,CA,,,38.5,51.4,85.3,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Nagoya University,RI01369,nagoya-university,Japan,JP,,,41.4,52.0,56.7,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Newcastle University,RI02508,newcastle-university,United Kingdom,GB,,,23.4,57.2,81.5,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Nicolaus Copernicus University,RI01764,nicolaus-copernicus-university,Poland,PL,,,35.7,63.2,55.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,North Carolina State University - Raleigh,RI02819,north-carolina-state-university-raleigh,United States,US,,,44.5,52.2,67.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Northeastern University (Boston),RI02822,northeastern-university-boston,United States,US,,,31.0,52.2,55.2,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Novosibirsk State University,RI01920,novosibirsk-state-university,Russia,RU,,,52.4,50.3,48.0,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Catholic University of Chile,RI00348,pontifical-catholic-university-of-chile,Chile,CL,,,32.6,54.4,80.6,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Quaid-i-Azam University,RI01694,quaid-i-azam-university,Pakistan,PK,,,32.5,71.3,82.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Radboud University Nijmegen,RI01618,radboud-university-nijmegen,Netherlands,NL,,,27.3,52.0,78.7,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Roma Tre University,RI01205,roma-tre-university,Italy,IT,,,34.5,61.4,68.8,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Ruhr University Bochum,RI00739,university-of-bochum,Germany,DE,,,28.9,57.2,73.0,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,RWTH Aachen University,RI00725,rwth-aachen-university,Germany,DE,,,51.2,54.9,74.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Shandong University,RC00031,shandong-university,China,CN,,,66.9,53.6,48.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Shandong University of Science & Technology,RC00463,shandong-university-of-science-and-technology,China,CN,,,28.1,93.9,35.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Shanghai University,RC00043,shanghai-university,China,CN,,,61.7,56.5,52.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Sichuan University,RC00011,sichuan-university,China,CN,,,57.6,48.2,42.7,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Sungkyunkwan University,RI02141,sungkyunkwan-university,South Korea,KR,,,42.1,70.3,79.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Technical University of Berlin,RI00729,technical-university-of-berlin,Germany,DE,,,53.5,59.7,74.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Texas A&M University Kingsville,RI02908,texas-a-m-university-kingsville-1,United States,US,,,33.2,70.5,100.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Tianjin Polytechnic University,RC00165,tiangong-university,China,CN,,,44.2,63.4,55.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Tokyo Institute of Technology,RI01434,tokyo-institute-of-technology,Japan,JP,,,41.6,54.4,62.9,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Chile,RI00361,university-of-chile,Chile,CL,,,45.2,63.7,82.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Universidade Federal da Paraiba,RI00229,universidade-federal-da-paraiba-1,Brazil,BR,,,29.4,64.5,61.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Federal University of Rio de Janeiro,RI00153,federal-university-of-rio-de-janeiro,Brazil,BR,,,47.9,48.8,71.5,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Universita Mediterranea di Reggio Calabria,RI01215,universita-mediterranea-di-reggio-calabria,Italy,IT,,,27.2,87.4,78.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Polytechnic University of Valencia,RI02173,polytechnic-university-of-valencia,Spain,ES,,,54.1,56.0,68.6,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Catholic University of Louvain,RI00122,catholic-university-of-louvain,Belgium,BE,,,43.0,62.7,82.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,Universite Toulouse Jean Jaures,RI00680,university-toulouse-jean-jaures,France,FR,,,32.3,65.0,74.3,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Aberdeen,RI02550,university-of-aberdeen,United Kingdom,GB,,,32.0,57.5,79.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,The University of Auckland,RI01634,the-university-of-auckland,New Zealand,NZ,,,41.6,54.1,87.8,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Barcelona,RI02198,university-of-barcelona,Spain,ES,,,41.8,50.9,68.8,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of the Basque Country,RI02217,university-of-the-basque-country,Spain,ES,,,37.2,53.3,76.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Belgrade,RI02002,university-of-belgrade,Serbia,RS,,,48.4,57.0,73.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Bergen,RI01664,university-of-bergen,Norway,NO,,,39.0,65.9,86.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Burgundy,RI00634,university-of-burgundy,France,FR,,,32.7,53.3,76.1,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Buenos Aires,RI00034,university-of-buenos-aires,Argentina,AR,,,43.4,49.4,69.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,"University of California, Santa Barbara",RI02969,university-of-california-santa-barbara,United States,US,,,37.0,63.2,65.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,"University of California, Santa Cruz",RI02970,university-of-california-santa-cruz,United States,US,,,24.2,66.1,73.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Electronic Science and Technology of China,RC00023,university-of-electronic-science-and-technology-of-china,China,CN,,,50.8,62.3,45.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Erlangen-Nuremberg,RI00745,university-of-erlangen-nuremberg,Germany,DE,,,40.4,66.1,74.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Florence,RI01231,university-of-florence,Italy,IT,,,49.8,56.7,69.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Freiburg,RI00746,university-of-freiburg,Germany,DE,,,35.0,61.6,68.0,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,The University of Georgia,RI02926,the-university-of-georgia,United States,US,,,33.3,50.3,54.3,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,The University of Glasgow,RI02540,the-university-of-glasgow,United Kingdom,GB,,,30.0,55.7,72.7,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Goettingen,RI00748,university-of-goettingen,Germany,DE,,,36.4,61.8,71.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Haifa,RI01171,university-of-haifa,Israel,IL,,,40.6,50.3,78.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Hamburg,RI00752,university-of-hamburg,Germany,DE,,,37.5,49.4,65.0,27.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Kansas,RI02992,university-of-kansas,United States,US,,,31.2,59.5,72.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Liverpool,RI02577,university-of-liverpool,United Kingdom,GB,,,35.4,45.5,82.6,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,The University of Manchester,RI02541,the-university-of-manchester,United Kingdom,GB,,,44.2,51.4,73.0,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Nantes,RI00654,university-of-nantes,France,FR,,,34.3,50.3,71.2,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Naples Federico II,RI01241,university-of-naples-federico-ii,Italy,IT,,,46.4,62.7,58.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Nebraska - Lincoln,RI03021,university-of-nebraska-lincoln,United States,US,,,35.4,59.9,69.2,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of North Carolina at Chapel Hill,RI03029,university-of-north-carolina-at-chapel-hill,United States,US,,,34.2,59.7,65.1,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Oregon,RI03044,university-of-oregon,United States,US,,,35.5,60.2,62.4,15.8,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Ottawa,RI00326,university-of-ottawa,Canada,CA,,,36.9,49.1,68.6,22.4,0.0
arwu,2026-07-19T13:12:23+00:00,mathematics,2018,201-300,University of Palermo,RI01243,university-of-palermo,Italy,IT,,,38.0,71.5,78.2,0.0,0.0
