source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_alumni,indicator_award,indicator_hici,indicator_n_s,indicator_pub,indicator_pcp
arwu,2026-07-19T13:10:59+00:00,overall,2013,59,The Hebrew University of Jerusalem,,the-hebrew-university-of-jerusalem,Israel,IL,1,29.8,33.4,28.4,25.1,21.5,38.7,28.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,60,University of Zurich,,university-of-zurich,Switzerland,CH,2,29.7,5.3,24.2,25.9,28.1,50.9,25.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,61,"Rutgers, The State University of New Jersey - New Brunswick",,rutgers-the-state-university-of-new-jersey-new-brunswick,United States,US,39-40,29.5,10.7,19.0,38.9,26.2,43.0,22.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,61,University of Munich,,university-of-munich,Germany,DE,3,29.5,26.7,19.3,16.2,28.1,51.2,30.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,61,University of Pittsburgh,,university-of-pittsburgh,United States,US,39-40,29.5,19.3,0.0,42.2,21.8,60.8,18.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,64,University of Bristol,,university-of-bristol,United Kingdom,GB,7,29.2,7.6,16.4,28.9,32.8,45.7,28.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,65,The Ohio State University - Columbus,,the-ohio-state-university-columbus,United States,US,41,29.0,13.1,0.0,40.5,25.9,58.9,18.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,66,The Australian National University,,the-australian-national-university,Australia,AU,2,28.9,14.1,19.4,32.3,24.0,43.0,29.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,67,Brown University,,brown-university,United States,US,42,28.8,15.1,13.4,32.4,27.7,42.6,32.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,67,King's College London,,kings-college-london,United Kingdom,GB,8,28.8,13.1,21.2,30.7,17.4,52.5,23.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,69,University of Geneva,,university-of-geneva,Switzerland,CH,3,28.7,22.7,28.4,20.5,27.9,37.7,27.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,69,University of Oslo,,university-of-oslo,Norway,NO,1,28.7,18.5,32.8,17.7,16.5,50.6,25.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,71,Ecole Normale Superieure - Paris,,ecole-normale-superieure-paris,France,FR,3,28.5,51.0,28.2,12.4,16.7,26.7,58.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,71,University of Florida,,university-of-florida,United States,US,43,28.5,17.7,0.0,37.4,22.5,61.0,17.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,73,Uppsala University,,uppsala-university,Sweden,SE,2,28.0,18.5,27.6,14.5,24.7,47.9,24.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,74,Leiden University,,leiden-university,Netherlands,NL,2,27.8,18.5,9.5,28.9,23.0,47.9,33.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,75,Boston University,,boston-university,United States,US,44,27.4,12.0,11.6,29.8,24.7,50.8,20.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,76,University of Helsinki,,university-of-helsinki,Finland,FI,1,27.2,13.1,16.4,24.0,19.9,51.1,28.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,77,Technion-Israel Institute of Technology,,technion-israel-institute-of-technology,Israel,IL,2,26.6,20.7,37.9,16.2,16.8,34.6,26.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,78,University of Arizona,,university-of-arizona,United States,US,45,26.5,15.1,0.0,29.8,32.4,49.0,20.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,79,Arizona State University - Tempe,,arizona-state-university,United States,US,46,26.1,0.0,20.1,27.1,27.5,42.5,18.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,79,Moscow State University,,moscow-state-university,Russia,RU,1,26.1,43.1,33.3,0.0,8.8,48.1,30.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,81,Aarhus University,,aarhus-university,Denmark,DK,2,26.0,12.0,22.2,7.2,25.6,50.9,28.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,82,Stockholm University,,stockholm-university,Sweden,SE,3,25.8,25.1,27.6,16.2,19.1,38.3,23.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,83,University of Basel,,university-of-basel,Switzerland,CH,4,25.6,20.0,16.4,24.9,18.6,37.5,34.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,83,University of Nottingham,,university-of-nottingham,United Kingdom,GB,9,25.6,12.0,20.1,24.0,17.9,46.1,20.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,85,Ghent University,,ghent-university,Belgium,BE,1,25.5,5.3,13.4,17.7,19.6,55.3,30.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,85,Indiana University Bloomington,,indiana-university-bloomington,United States,US,47-48,25.5,10.7,21.7,27.1,20.4,39.7,19.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,85,Osaka University,,osaka-university,Japan,JP,3,25.5,9.3,0.0,27.1,29.0,53.3,20.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,85,The University of Queensland,,the-university-of-queensland,Australia,AU,3,25.5,13.1,0.0,21.7,22.5,60.0,26.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,85,University of Utah,,university-of-utah,United States,US,47-48,25.5,0.0,11.6,30.7,26.9,45.6,18.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,90,University of Rochester,,university-of-rochester,United States,US,49,25.4,25.6,7.7,28.0,22.6,41.8,21.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,91,The University of Western Australia,,the-university-of-western-australia,Australia,AU,4,25.0,14.1,14.2,25.8,14.8,45.8,27.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,92,McMaster University,,mcmaster-university,Canada,CA,4,24.9,13.1,19.0,24.0,16.0,44.7,21.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,92,Michigan State University,,michigan-state-university,United States,US,50-51,24.9,9.3,0.0,36.9,18.7,51.5,18.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,92,Rice University,,rice-university,United States,US,50-51,24.9,16.9,21.9,21.5,24.1,29.5,30.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,92,University of Groningen,,university-of-groningen,Netherlands,NL,3,24.9,0.0,19.0,17.7,18.7,51.4,28.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,92,Weizmann Institute of Science,,weizmann-institute-of-science,Israel,IL,3,24.9,13.1,16.4,24.0,33.5,28.4,24.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,97,University of Strasbourg,,university-of-strasbourg,France,FR,4,24.7,26.2,26.3,17.7,18.5,34.6,20.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,97,University of Sydney,,university-of-sydney,Australia,AU,5,24.7,15.1,0.0,19.1,19.2,62.5,23.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,99,Case Western Reserve University,,case-western-reserve-university,United States,US,52,24.6,31.6,10.9,21.7,20.6,39.2,22.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,100,University of Freiburg,,university-of-freiburg,Germany,DE,4,24.3,19.3,19.0,15.9,24.4,37.2,24.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Baylor College of Medicine,,baylor-college-of-medicine,United States,US,53-67,,0.0,0.0,19.1,31.7,39.1,18.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Catholic University of Leuven,,ku-leuven,Belgium,BE,2-4,,0.0,0.0,22.9,17.7,53.4,26.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Catholic University of Louvain,,catholic-university-of-louvain,Belgium,BE,2-4,,10.7,13.4,17.7,10.5,41.0,27.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Emory University,,emory-university,United States,US,53-67,,0.0,0.0,32.4,23.0,50.0,17.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Georgia Institute of Technology,,georgia-institute-of-technology,United States,US,53-67,,13.1,0.0,26.0,19.3,43.4,25.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Hokkaido University,,hokkaido-university,Japan,JP,4-7,,12.0,16.4,14.5,16.8,42.8,18.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Joseph Fourier University (Grenoble 1),,joseph-fourier-university-grenoble-1,France,FR,5-6,,0.0,15.0,10.2,22.9,40.4,18.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,London School of Economics and Political Science,,london-school-of-economics-and-political-science,United Kingdom,GB,10-14,,20.7,16.4,16.2,,28.9,26.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Lund University,,lund-university,Sweden,SE,4,,22.0,0.0,25.1,14.9,49.7,20.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Mayo Medical School,,mayo-clinic-alix-school-of-medicine,United States,US,53-67,,0.0,0.0,25.1,14.9,45.9,24.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Monash University,,monash-university,Australia,AU,6-7,,0.0,0.0,14.5,19.6,55.0,22.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Nagoya University,,nagoya-university,Japan,JP,4-7,,22.7,14.2,16.2,21.6,44.1,20.3
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,National Taiwan University,,national-taiwan-university,China-Taiwan,TW,1,,12.0,0.0,17.7,13.4,57.5,19.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,National University of Singapore,,national-university-of-singapore,Singapore,SG,1,,0.0,0.0,10.2,17.1,59.5,28.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Oregon State University,,oregon-state-university,United States,US,53-67,,10.7,0.0,26.1,20.8,33.9,21.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Radboud University Nijmegen,,radboud-university-nijmegen,Netherlands,NL,4-7,,16.9,0.0,7.2,17.3,50.0,31.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Seoul National University,,seoul-national-university,South Korea,KR,1,,0.0,0.0,7.2,18.0,68.0,22.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Swiss Federal Institute of Technology of Lausanne,,swiss-federal-institute-of-technology-lausanne,Switzerland,CH,5,,0.0,0.0,24.0,26.3,40.9,34.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Tel Aviv University,,tel-aviv-university,Israel,IL,4,,0.0,0.0,24.0,14.0,48.2,25.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Texas A&M University - College Station,,texas-a-m-university,United States,US,53-67,,0.0,0.0,33.9,21.3,50.3,19.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,The University of Georgia,,the-university-of-georgia,United States,US,53-67,,0.0,0.0,27.0,20.8,40.8,18.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,The University of Sheffield,,the-university-of-sheffield,United Kingdom,GB,10-14,,18.5,13.4,19.5,19.0,43.4,22.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,The University of Texas M. D. Anderson Cancer Center,,the-university-of-texas-m-d-anderson-cancer-center,United States,US,53-67,,0.0,0.0,21.7,20.2,41.3,28.4
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Tohoku University,,tohoku-university,Japan,JP,4-7,,15.1,0.0,21.4,22.3,53.0,20.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Tokyo Institute of Technology,,tokyo-institute-of-technology,Japan,JP,4-7,,13.1,0.0,21.7,18.9,38.6,24.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,Tufts University,,tufts-university,United States,US,53-67,,15.1,16.4,22.9,15.8,34.9,24.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University Libre Bruxelles,,universit-libre-de-bruxelles-ulb,Belgium,BE,2-4,,16.9,16.4,12.5,12.4,33.3,26.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Alberta,,university-of-alberta,Canada,CA,5-6,,12.0,0.0,21.4,20.1,54.1,21.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Amsterdam,,university-of-amsterdam,Netherlands,NL,4-7,,5.3,0.0,19.1,17.7,52.4,26.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Birmingham,,university-of-birmingham,United Kingdom,GB,10-14,,19.3,9.5,21.6,14.8,44.9,21.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Bonn,,university-of-bonn,Germany,DE,5-8,,16.0,19.9,14.7,19.9,40.7,24.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,"University of California, Riverside",,university-of-california-riverside,United States,US,53-67,,13.1,0.0,27.1,26.7,32.4,27.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,"University of California, Santa Cruz",,university-of-california-santa-cruz,United States,US,53-67,,0.0,0.0,28.9,35.0,30.8,33.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Frankfurt,,goethe-university-frankfurt,Germany,DE,5-8,,31.6,0.0,19.1,20.7,38.4,24.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Goettingen,,university-of-goettingen,Germany,DE,5-8,,28.3,15.0,16.2,18.5,39.3,24.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Iowa,,university-of-iowa,United States,US,53-67,,0.0,0.0,30.7,21.8,43.9,17.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Liverpool,,university-of-liverpool,United Kingdom,GB,10-14,,17.7,13.4,12.5,17.0,40.7,21.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Massachusetts Amherst,,university-of-massachusetts-amherst,United States,US,53-67,,14.1,0.0,33.9,16.0,36.5,22.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Massachusetts Chan Medical School,,university-of-massachusetts-medical-school-worcester,United States,US,53-67,,0.0,20.1,14.5,26.6,27.4,22.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Montreal,,university-of-montreal,Canada,CA,5-6,,12.0,0.0,14.5,18.2,49.8,20.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Muenster,,university-of-muenster,Germany,DE,5-8,,20.0,13.4,12.2,15.9,35.2,20.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of New South Wales,,the-university-of-new-south-wales,Australia,AU,6-7,,0.0,0.0,20.4,15.5,55.0,21.5
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Paris Diderot (Paris 7),,university-paris-diderot-paris-7,France,FR,5-6,,12.0,9.5,12.5,28.5,44.9,18.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Pisa,,university-of-pisa,Italy,IT,1-2,,14.1,23.2,14.5,6.4,37.3,21.0
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Roma - La Sapienza,,sapienza-university-of-rome,Italy,IT,1-2,,12.0,13.4,10.2,13.8,51.5,16.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Sao Paulo,,university-of-sao-paulo,Brazil,BR,1,,0.0,0.0,10.2,11.6,72.7,14.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Sussex,,university-of-sussex,United Kingdom,GB,10-14,,0.0,22.6,20.5,11.6,28.1,26.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Virginia,,university-of-virginia,United States,US,53-67,,0.0,0.0,33.9,27.3,44.5,19.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,University of Wageningen,,wageningen-university-research,Netherlands,NL,4-7,,0.0,0.0,28.2,18.6,40.0,31.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,101-150,VU University Amsterdam,,vrije-universiteit-amsterdam,Netherlands,NL,4-7,,0.0,0.0,24.0,16.3,53.1,29.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Aix Marseille University,,aix-marseille-university,France,FR,7-8,,14.1,0.0,16.2,14.4,46.1,23.8
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Cardiff University,,cardiff-university,United Kingdom,GB,15-19,,0.0,16.4,7.2,19.6,40.3,18.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Colorado State University,,colorado-state-university,United States,US,68-85,,0.0,0.0,30.7,13.4,34.3,20.2
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Dartmouth College,,dartmouth-college,United States,US,68-85,,18.5,0.0,24.0,15.0,28.3,21.6
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Erasmus University Rotterdam,,erasmus-university-rotterdam,Netherlands,NL,8,,0.0,15.0,21.7,6.4,34.4,25.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Florida State University,,florida-state-university,United States,US,68-85,,0.0,0.0,19.1,15.5,37.7,18.9
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Fudan University,,fudan-university,China,CN,1-5,,0.0,0.0,7.1,13.6,52.5,19.1
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,George Mason University,,george-mason-university,United States,US,68-85,,0.0,32.2,10.2,9.0,28.0,17.7
arwu,2026-07-19T13:10:59+00:00,overall,2013,151-200,Iowa State University,,iowa-state-university,United States,US,68-85,,0.0,0.0,22.9,19.6,40.2,19.8
