source,retrieved_at,ranking_scope,ranking_year,ranking,global_rank,name,country,sector,subject_area_code,data_period_start_year,data_period_end_year
scimago,2026-07-19T14:07:08+00:00,overall,2014,1,2,Harvard University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,2,7,Stanford University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,3,9,Massachusetts Institute of Technology,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,4,10,"University of Michigan, Ann Arbor",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,5,11,"University of California, Los Angeles",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,6,12,Johns Hopkins University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,7,15,University of Toronto,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,8,16,University of Washington,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,9,17,"University of California, San Diego",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,10,18,University of Oxford,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,11,19,University of Tokyo,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,12,20,University of Pennsylvania,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,13,22,"University of California, San Francisco",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,14,23,University of Cambridge,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,15,24,"University of California, Berkeley",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,16,25,Imperial College London,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,17,26,University College London,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,18,30,Columbia University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,19,31,"University of Wisconsin, Madison",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,20,32,Duke University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,21,33,Cornell University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,22,34,Tsinghua University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,23,36,Yale University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,24,37,National University of Singapore,SGP,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,25,40,"University of Minnesota, Twin Cities",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,26,41,"Northwestern University, Evanston",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,27,42,The University of British Columbia,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,28,45,University of Illinois at Urbana-Champaign,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,29,46,"Universite Pierre et Marie Curie, Paris 6",FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,30,48,"Ohio State University, Columbus",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,31,49,Kyoto University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,32,50,University of Florida,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,33,51,"University of North Carolina, Chapel Hill",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,34,52,Peking University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,35,53,Catholic University of Leuven,BEL,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,36,54,Swiss Federal Institute of Technology,CHE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,37,55,"University of California, Davis",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,38,56,University of Pittsburgh,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,39,58,Zhejiang University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,40,59,Washington University in Saint Louis,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,41,61,Utrecht University,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,42,62,Pennsylvania State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,43,63,Seoul National University,KOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,44,64,Osaka University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,45,66,University of Southern California,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,46,68,Ludwig-Maximilians Universitat Munchen,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,47,69,University of Melbourne,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,48,70,Technische Universitat Munchen,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,49,71,Georgia Institute of Technology,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,50,73,Shanghai Jiao Tong University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,51,74,McGill University,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,52,76,"University of Texas, Austin",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,53,77,Universitat Heidelberg,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,54,78,Ecole Polytechnique Federale de Lausanne,CHE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,55,79,New York University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,56,80,University of Amsterdam,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,57,82,Universidade de Sao Paulo,BRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,58,83,Karolinska Institute,SWE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,59,84,The University of Manchester,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,60,85,Vanderbilt University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,61,89,National Taiwan University,TWN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,62,90,Erasmus University Rotterdam,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,63,92,Emory University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,64,93,University of Sydney,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,65,94,The University of Queensland,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,66,96,Purdue University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,67,97,University of Copenhagen,DNK,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,68,98,Kings College London,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,69,99,Nanyang Technological University,SGP,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,70,100,University of Chicago,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,71,103,The University of Edinburgh,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,72,105,University of Alberta,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,73,108,Ghent University,BEL,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,74,109,Boston University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,75,110,Tohoku University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,76,112,Lund University,SWE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,77,113,Graduate University of the Chinese Academy of Sciences,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,78,115,California Institute of Technology,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,79,116,Leiden University,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,80,117,University of Utah,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,81,118,University of New South Wales,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,82,120,"University of California, Irvine",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,83,123,"Monash University, Melbourne",AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,84,127,University of Groningen,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,85,128,University of Texas Southwestern Medical Center ,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,86,129,VU University Amsterdam,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,87,132,Universite Paris-Sud 11,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,88,133,Fudan University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,89,134,Korea Advanced Institute of Science and Technology,KOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,90,136,Delft University of Technology,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,91,137,Universita degli Studi di Milano,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,92,138,University of Helsinki,FIN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,93,139,Aarhus University,DNK,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,94,141,Princeton University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,95,142,"Rutgers, The State University of New Jersey",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,96,143,"Texas A&M University, College Station",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,97,144,Arizona State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,98,145,"University of California, Santa Barbara",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,98,145,"University of Maryland, College Park",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,100,147,Universita degli Studi di Roma La Sapienza,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,101,148,Baylor College of Medicine,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,102,149,Universitat Zurich,CHE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,103,150,Carnegie Mellon University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,104,152,"Universite Rene Descartes, Paris 5",FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,105,153,University of Arizona,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,106,154,Uppsala University,SWE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,107,155,Albert-Ludwigs-Universitat Freiburg im Breisgau,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,108,156,Tel Aviv University,ISR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,109,161,Friedrich-Alexander-Universitat Erlangen-Nurnberg,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,110,164,"University of Maryland, Baltimore",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,111,165,North Carolina State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,112,166,Yonsei University,KOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,113,167,Rheinisch-Westfalische Technische Hochschule Aachen,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,114,168,University of Virginia,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,115,169,L'Alma Mater Studiorum - Universita di Bologna,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,116,170,Eberhard-Karls-Universitat Tubingen,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,117,171,"University of Colorado, Denver",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,118,173,Case Western Reserve University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,119,174,Hebrew University of Jerusalem,ISR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,120,176,"Universite Denis Diderot, Paris 7",FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,121,178,Michigan State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,122,179,Huazhong University of Science and Technology,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,123,180,Universita degli Studi di Padova,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,124,181,Technical University of Denmark,DNK,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,125,184,University of Bristol,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,126,187,The University of Hong Kong,HKG,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,127,188,Harbin Institute of Technology,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,128,189,University of Rochester,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,129,190,"University of Colorado, Boulder",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,130,191,Universitat de Barcelona,ESP,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,131,192,Wageningen University and Research Centre,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,132,193,University of Nottingham,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,133,194,The Chinese University of Hong Kong,HKG,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,134,197,"University of Illinois, Chicago",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,135,198,"Universite Joseph Fourier, Grenoble I",FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,136,199,University of Calgary,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,137,202,Korea University,KOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,138,203,"University of Alabama, Birmingham",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,139,204,University of Birmingham,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,140,206,McMaster University,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,141,207,The University of Sheffield,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,142,208,Technische Universitat Dresden,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,143,209,"Universite Paul Sabatier, Toulouse III",FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,144,211,University of Iowa,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,144,211,Westfalische Wilhelms-Universitat Munster,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,146,213,University of Cincinnati,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,147,215,Sungkyunkwan University,KOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,148,217,University of Oslo,NOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,149,218,Kyushu University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,150,219,University of Glasgow,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,151,220,Nagoya University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,152,221,Cardiff University,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,153,222,Johann Wolfgang Goethe-Universitat Frankfurt am Main,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,154,225,Julius-Maximilians-Universitat Wurzburg,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,155,226,University of Miami,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,156,227,Rice University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,157,228,Tufts University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,158,230,Rheinische Friedrich-Wilhelms-Universitat Bonn,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,159,233,University of Leeds,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,160,235,Eindhoven University of Technology,NLD,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,160,235,Karlsruher Institut fur Technologie,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,162,237,Universita degli Studi di Napoli Federico II,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,163,238,University of Southampton,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,164,240,Universite de Strasbourg,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,165,241,"Queen Mary, University of London",GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,166,243,The Rockefeller University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,167,244,Hokkaido University,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,168,245,Universite Montpellier II Sciences et Technique,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,169,246,Weizmann Institute of Science,ISR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,170,247,Virginia Polytechnic Institute and State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,171,249,Harvard-MIT Division of Health Sciences and Tecnology,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,172,250,Sun Yat-Sen University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,173,251,Universitat Hamburg,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,174,253,Universita degli Studi di Torino,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,175,254,Technion - Israel Institute of Technology,ISR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,176,256,Universite de Montreal,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,177,257,University of Science and Technology of China,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,178,258,University of Kentucky,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,179,260,Universidade de Lisboa,PRT,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,180,261,Brown University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,181,263,Yeshiva University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,182,264,Medizinische Universitat Wien,AUT,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,183,265,Jilin University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,184,266,Tokyo Institute of Technology,JPN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,185,267,University of Waterloo,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,186,268,National Cheng Kung University,TWN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,187,269,University of Ottawa,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,188,270,University of Western Ontario,CAN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,189,271,The Hong Kong University of Science and Technology,HKG,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,190,274,Oregon Health & Science University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,191,275,Georg-August-Universitat Gottingen,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,192,276,Indiana University-Purdue University Indianapolis,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,193,279,Shandong University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,194,280,Nanjing University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,195,281,Sichuan University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,196,286,"University of Connecticut, Storrs",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,197,289,The University of Western Australia,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,198,290,Newcastle University Newcastle upon Tyne,GBR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,198,290,University of Medicine & Dentistry of New Jersey,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,200,292,Universite Claude Bernard Lyon 1,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,201,293,National Chiao Tung University,TWN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,202,294,Iowa State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,203,296,Universite Montpellier I,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,204,297,Universitat Autonoma de Barcelona,ESP,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,205,299,National Tsing Hua University,TWN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,206,300,Royal Institute of Technology,SWE,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,207,301,Medizinische Hochschule Hannover,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,208,304,"University of Massachusetts, Amherst",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,209,305,Universita degli Studi di Firenze,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,210,310,Johannes Gutenberg-Universitat Mainz,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,211,312,Hong Kong Polytechnic University,HKG,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,212,313,Friedrich-Schiller-Universitat Jena,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,213,316,Universite de Bordeaux,FRA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,213,316,"University of Missouri, Columbia",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,215,318,Wayne State University,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,216,319,Universidad Autonoma de Madrid,ESP,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,217,321,University of Georgia,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,218,322,Australian National University,AUS,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,219,323,"University of California, Riverside",USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,220,325,Universitat zu Koln,DEU,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,221,327,Dartmouth College,USA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,222,328,Wuhan University,CHN,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,223,329,Universita degli Studi di Pisa,ITA,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,224,331,Norwegian University of Science and Technology,NOR,Universities,0,2008.0,2012.0
scimago,2026-07-19T14:07:08+00:00,overall,2014,225,333,Catholic University of Louvain,BEL,Universities,0,2008.0,2012.0
