source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_alumni,indicator_award,indicator_hici,indicator_n_s,indicator_pub,indicator_pcp
arwu,2026-07-19T13:11:03+00:00,overall,2016,83,"University of California, Santa Cruz",,university-of-california-santa-cruz,United States,US,43,26.5,0.0,0.0,47.0,32.4,28.8,42.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,86,Mayo Medical School,,mayo-clinic-alix-school-of-medicine,United States,US,44,26.3,0.0,0.0,48.1,14.7,48.7,34.6
arwu,2026-07-19T13:11:03+00:00,overall,2016,87,Ecole Normale Superieure - Paris,,ecole-normale-superieure-paris,France,FR,3,26.2,48.9,28.0,0.0,18.3,26.2,62.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,87,Moscow State University,,moscow-state-university,Russia,RU,1,26.2,41.4,33.0,0.0,8.3,49.7,33.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,87,The Hebrew University of Jerusalem,,the-hebrew-university-of-jerusalem,Israel,IL,2,26.2,32.0,28.2,10.3,21.0,38.3,28.5
arwu,2026-07-19T13:11:03+00:00,overall,2016,90,Brown University,,brown-university,United States,US,45-46,26.0,14.5,13.3,22.9,22.6,43.9,34.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,90,University of Florida,,university-of-florida,United States,US,45-46,26.0,17.0,0.0,27.1,20.2,59.6,23.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,92,Swiss Federal Institute of Technology Lausanne,,swiss-federal-institute-of-technology-lausanne,Switzerland,CH,4,25.7,0.0,0.0,32.4,30.3,42.3,42.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,93,Georgia Institute of Technology,,georgia-institute-of-technology,United States,US,47,25.6,12.6,0.0,37.0,22.1,44.1,31.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,93,KU Leuven,,ku-leuven,Belgium,BE,2,25.6,0.0,0.0,29.0,21.2,59.2,31.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,93,Leiden University,,leiden-university,Netherlands,NL,3,25.6,17.8,9.4,20.5,21.0,49.3,32.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,96,Osaka University,,osaka-university,Japan,JP,4,25.5,8.9,0.0,30.8,26.0,52.2,22.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,96,"Rutgers, The State University of New Jersey - New Brunswick",,rutgers-the-state-university-of-new-jersey-new-brunswick,United States,US,48-49,25.5,10.3,18.8,22.9,25.4,43.9,17.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,96,The University of Texas M. D. Anderson Cancer Center,,the-university-of-texas-m-d-anderson-cancer-center,United States,US,48-49,25.5,0.0,0.0,35.5,22.3,41.8,50.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,96,The University of Western Australia,,the-university-of-western-australia,Australia,AU,6,25.5,13.6,14.1,25.1,14.6,48.8,31.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,100,University of Utah,,university-of-utah,United States,US,50,25.4,0.0,11.5,25.1,26.6,48.3,26.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Aix Marseille University,,aix-marseille-university,France,FR,4-6,,13.6,0.0,20.5,24.0,51.2,30.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Arizona State University,,arizona-state-university,United States,US,51-61,,0.0,20.0,14.5,22.8,44.6,22.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Baylor College of Medicine,,baylor-college-of-medicine,United States,US,51-61,,0.0,0.0,27.1,31.3,41.6,20.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Cardiff University,,cardiff-university,United Kingdom,GB,9-15,,0.0,16.3,30.8,18.0,39.4,26.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Case Western Reserve University,,case-western-reserve-university,United States,US,51-61,,30.3,10.9,20.5,19.6,39.6,24.8
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Emory University,,emory-university,United States,US,51-61,,0.0,0.0,25.1,21.8,51.0,22.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Erasmus University Rotterdam,,erasmus-university-rotterdam,Netherlands,NL,4-8,,0.0,14.9,27.1,10.1,35.1,30.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Fudan University,,fudan-university,China,CN,3-6,,0.0,0.0,22.9,13.8,59.7,23.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Icahn School of Medicine at Mount Sinai,,icahn-school-of-medicine-at-mount-sinai,United States,US,51-61,,0.0,0.0,38.4,22.9,37.2,20.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Indiana University Bloomington,,indiana-university-bloomington,United States,US,51-61,,10.3,21.6,22.9,20.1,40.1,21.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,King Abdulaziz University,,king-abdulaziz-university,Saudi Arabia,SA,1-2,,0.0,0.0,52.3,9.1,47.8,18.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,King Saud University,,king-saud-university,Saudi Arabia,SA,1-2,,0.0,0.0,42.3,6.2,46.1,17.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Lund University,,lund-university,Sweden,SE,4,,21.2,0.0,17.8,17.4,50.7,22.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Michigan State University,,michigan-state-university,United States,US,51-61,,8.9,0.0,22.9,24.2,51.1,18.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Nanyang Technological University,,nanyang-technological-university,Singapore,SG,2,,0.0,0.0,34.0,11.4,52.3,31.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Norwegian University of Science and Technology - NTNU,,norwegian-university-of-science-and-technology-ntnu,Norway,NO,2,,13.6,21.0,14.5,14.7,37.7,22.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Radboud University Nijmegen,,radboud-university-nijmegen,Netherlands,NL,4-8,,16.2,0.0,17.8,21.0,50.8,35.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Seoul National University,,seoul-national-university,South Korea,KR,1,,0.0,0.0,17.8,16.9,68.1,25.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Shanghai Jiao Tong University,,shanghai-jiao-tong-university,China,CN,3-6,,0.0,0.0,14.5,10.9,72.3,25.5
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Texas A&M University,,texas-a-m-university,United States,US,51-61,,0.0,0.0,22.9,21.9,50.1,18.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,The University of Adelaide,,the-university-of-adelaide,Australia,AU,7-8,,14.5,0.0,25.1,14.2,44.6,29.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,The University of Hong Kong,,the-university-of-hong-kong,China-Hong Kong,HK,1,,0.0,0.0,32.4,15.1,44.8,27.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,The University of New South Wales,,the-university-of-new-south-wales,Australia,AU,7-8,,0.0,0.0,17.8,17.4,60.5,25.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,The University of Sheffield,,the-university-of-sheffield,United Kingdom,GB,9-15,,17.8,13.3,17.8,17.3,44.3,23.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Tohoku University,,tohoku-university,Japan,JP,5,,14.5,0.0,14.5,20.6,50.2,21.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Tufts University,,tufts-university,United States,US,51-61,,18.5,16.3,20.5,13.7,34.8,26.8
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Alberta,,university-of-alberta,Canada,CA,5,,11.5,0.0,25.1,20.4,55.4,24.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Amsterdam,,university-of-amsterdam,Netherlands,NL,4-8,,5.1,0.0,22.9,18.5,55.1,29.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Arizona,,university-of-arizona,United States,US,51-61,,14.5,0.0,27.1,27.3,49.1,23.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Basel,,university-of-basel,Switzerland,CH,5-6,,19.2,16.3,14.5,23.7,39.5,36.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Bern,,university-of-bern,Switzerland,CH,5-6,,12.6,0.0,30.8,23.0,42.1,33.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Birmingham,,university-of-birmingham,United Kingdom,GB,9-15,,18.5,9.4,22.9,12.4,45.4,23.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Bonn,,university-of-bonn,Germany,DE,4-8,,15.4,19.8,20.5,21.5,40.3,27.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Frankfurt,,goethe-university-frankfurt,Germany,DE,4-8,,30.3,0.0,14.5,21.9,36.9,24.8
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Freiburg,,university-of-freiburg,Germany,DE,4-8,,18.5,18.8,10.3,21.6,37.1,24.6
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Goettingen,,university-of-goettingen,Germany,DE,4-8,,30.8,14.9,20.5,20.6,38.4,27.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Leeds,,university-of-leeds,United Kingdom,GB,9-15,,17.0,0.0,29.0,21.0,43.7,23.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Liverpool,,university-of-liverpool,United Kingdom,GB,9-15,,17.0,13.3,17.8,19.2,43.0,24.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Muenster,,university-of-muenster,Germany,DE,4-8,,19.2,13.3,17.8,16.5,35.7,23.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Nottingham,,university-of-nottingham,United Kingdom,GB,9-15,,11.5,20.0,20.5,15.3,44.9,20.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Rochester,,university-of-rochester,United States,US,51-61,,24.6,7.7,17.8,20.7,38.9,20.3
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Sao Paulo,,university-of-sao-paulo,Brazil,BR,1,,0.0,0.0,10.3,12.6,73.3,16.5
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Science and Technology of China,,university-of-science-and-technology-of-china,China,CN,3-6,,0.0,0.0,20.5,15.4,52.6,26.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Southampton,,university-of-southampton,United Kingdom,GB,9-15,,0.0,0.0,29.0,20.6,47.8,26.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Strasbourg,,university-of-strasbourg,France,FR,4-6,,25.1,28.8,10.3,17.6,35.2,22.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University of Wageningen,,wageningen-university-research,Netherlands,NL,4-8,,0.0,0.0,25.1,19.2,41.9,34.5
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,University Paris Diderot - Paris 7,,university-paris-diderot-paris-7,France,FR,4-6,,11.5,9.4,17.8,31.7,46.3,21.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,VU University Amsterdam,,vrije-universiteit-amsterdam,Netherlands,NL,4-8,,0.0,0.0,32.4,16.8,54.9,35.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Weizmann Institute of Science,,weizmann-institute-of-science,Israel,IL,3,,17.8,16.3,14.5,35.5,27.5,25.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,101-150,Zhejiang University,,zhejiang-university,China,CN,3-6,,0.0,0.0,20.5,15.0,69.1,21.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Catholic University of Louvain,,catholic-university-of-louvain,Belgium,BE,3-4,,10.3,13.3,14.5,10.1,35.0,25.6
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,China Medical University,,china-medical-university-taichung,China-Taiwan,TW,1-2,,0.0,0.0,35.5,2.1,31.6,33.4
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Delft University of Technology,,delft-university-of-technology,Netherlands,NL,9,,11.5,0.0,14.5,18.3,40.0,23.9
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Harbin Institute of Technology,,harbin-institute-of-technology,China,CN,7-9,,0.0,0.0,20.5,6.0,52.2,17.0
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Hokkaido University,,hokkaido-university,Japan,JP,6,,11.5,16.3,0.0,14.1,42.5,19.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Joseph Fourier University (Grenoble 1),,joseph-fourier-university-grenoble-1,France,FR,7-9,,0.0,14.9,20.5,19.5,23.7,16.7
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,Korea University,,korea-university,South Korea,KR,2-3,,0.0,0.0,14.5,8.8,52.2,24.1
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,London School of Economics and Political Science,,london-school-of-economics-and-political-science,United Kingdom,GB,16-21,,19.9,16.3,10.3,,29.9,27.2
arwu,2026-07-19T13:11:03+00:00,overall,2016,151-200,London School of Hygiene & Tropical Medicine,,london-school-of-hygiene-tropical-medicine,United Kingdom,GB,16-21,,7.3,0.0,22.9,10.2,34.0,33.4
