source,retrieved_at,ranking_scope,ranking_year,ranking,global_rank,name,country,sector,best_country_quartile,subject_area_code,data_period_start_year,data_period_end_year
scimago,2026-07-19T14:07:16+00:00,overall,2021,70,125,Pennsylvania State University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,71,126,South China University of Technology,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,72,127,University of Southern California *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,73,128,Karolinska Institute,SWE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,74,130,Sun Yat-Sen University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,75,134,Central South University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,76,138,Jilin University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,77,140,University of Science and Technology of China,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,78,142,Emory University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,79,143,Vanderbilt University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,80,148,Ghent University,BEL,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,81,149,Shandong University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,82,150,Georgia Institute of Technology *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,83,151,"Southeast University, Nanjing *",CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,84,152,Kyoto University *,JPN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,85,155,Ecole Polytechnique Federale de Lausanne,CHE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,86,158,McGill University,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,87,162,Wuhan University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,88,164,Nanjing University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,89,165,Purdue University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,90,167,Weill Cornell Medical College,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,91,169,Universite Paris-Saclay *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,92,170,California Institute of Technology *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,93,173,University of Alberta,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,94,175,Leiden University *,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,95,176,University of Groningen *,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,96,179,Universita degli Studi di Roma La Sapienza,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,97,180,BeiHang University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,98,181,Carnegie Mellon University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,99,184,"Rutgers, The State University of New Jersey",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,100,185,Boston University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,101,187,Tongji University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,102,193,Erasmus University Rotterdam *,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,103,195,Universitat Zurich,CHE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,104,196,Ludwig-Maximilians Universitat Munchen *,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,105,200,Vrije Universiteit Amsterdam *,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,106,206,Universite PSL *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,107,210,University of Electronic Science and Technology of China,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,108,213,Michigan State University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,109,214,Icahn School of Medicine at Mount Sinai,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,110,215,Princeton University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,111,216,Universitat de Barcelona *,ESP,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,112,217,Aarhus University *,DNK,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,113,218,Osaka University *,JPN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,114,220,The Rockefeller University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,115,223,"University of California, Irvine *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,116,227,"Soochow University, Suzhou *",CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,117,236,University of Helsinki,FIN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,118,237,Universitat Heidelberg,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,119,239,University of Utah *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,120,244,Universita degli Studi di Milano,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,121,245,Lunds University,SWE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,122,248,Universitat Autonoma de Barcelona *,ESP,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,123,250,"University of Maryland, College Park *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,124,251,Yonsei University *,KOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,125,252,Baylor College of Medicine,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,126,253,The Chinese University of Hong Kong *,HKG,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,127,254,Universita degli Studi di Padova,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,128,256,Technical University of Denmark,DNK,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,129,257,Universite Grenoble-Alpes *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,130,259,Uppsala University,SWE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,131,260,Aix-Marseille Universite *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,132,265,University of Bristol,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,133,266,Korea Advanced Institute of Science and Technology *,KOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,134,269,University of Birmingham,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,135,272,University of Glasgow *,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,136,273,University of Nottingham *,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,137,274,Nankai University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,138,275,"University of Colorado, Denver *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,139,276,Korea University *,KOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,140,278,University of Arizona *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,141,279,"Queen Mary, University of London",GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,142,280,Tel Aviv University,ISR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,143,283,University of Texas Southwestern Medical Center ,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,144,284,"Texas A&M University, College Station",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,145,287,University of Southampton,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,146,288,Arizona State University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,147,290,The University of Hong Kong *,HKG,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,148,292,Delft University of Technology,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,149,296,University of Virginia *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,150,298,L'Alma Mater Studiorum - Universita di Bologna,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,151,299,National Taiwan University,TWN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,152,302,King Abdullah University of Science and Technology,SAU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,153,304,Sungkyunkwan University,KOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,154,307,University of Oslo,NOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,155,308,The University of Sheffield,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,156,312,University of Liverpool *,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,157,315,Friedrich-Alexander-Universitat Erlangen-Nurnberg *,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,158,317,University of Calgary,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,159,320,"University of Colorado, Boulder *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,160,322,Dalian University of Technology,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,161,326,Universidad Nacional Autonoma de Mexico,MEX,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,162,336,University of Leeds,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,163,338,Wageningen University and Research Centre *,NLD,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,164,340,Universita degli Studi di Napoli Federico II,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,165,344,Universidade de Lisboa,PRT,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,166,345,Case Western Reserve University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,167,347,The University of Adelaide,AUS,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,168,351,"University of California, Santa Barbara",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,169,352,Universidad Complutense de Madrid *,ESP,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,170,359,Tohoku University *,JPN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,171,362,Beijing Institute of Technology,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,172,363,North Carolina State University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,173,365,Technische Universitat Dresden,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,174,366,University of Iowa *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,175,372,King Abdulaziz University *,SAU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,176,374,"University of Colorado, Anschutz Medical Campus",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,177,375,"University of Alabama, Birmingham *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,178,376,Universitat Hamburg *,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,179,377,Brown University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,180,378,University of Rochester *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,181,382,"Newcastle University, Newcastle upon Tyne",GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,181,382,The University of Western Australia,AUS,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,183,386,Rheinische Friedrich-Wilhelms-Universitat Bonn *,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,184,390,Chinese Academy of Medical Sciences and Peking Union Medical College *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,185,391,Universite Montpellier *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,186,395,Cardiff University,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,187,396,Medizinische Universitat Wien,AUT,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,188,399,"University of Illinois, Chicago *",USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,189,405,Universite Claude Bernard Lyon 1 *,FRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,190,406,University of Massachusetts Medical School,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,191,412,Northwestern Polytechnical University,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,192,413,University of Warwick,GBR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,193,417,Oregon Health & Science University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,194,418,University of Gothenburg,SWE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,195,423,Xiamen University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,196,424,Rheinisch-Westfalische Technische Hochschule Aachen,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,197,427,Hunan University,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,198,429,Albert-Ludwigs-Universitat Freiburg im Breisgau,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,199,430,Universitat Bern,CHE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,200,431,Universita degli Studi di Firenze,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,201,432,Universita degli Studi di Torino,ITA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,202,438,Australian National University,AUS,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,203,440,Weizmann Institute of Science,ISR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,204,442,Chongqing University,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,205,445,University of Waterloo,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,206,447,Universidade do Porto *,PRT,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,207,448,Karlsruher Institut fur Technologie,DEU,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,207,448,Royal Institute of Technology,SWE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,209,450,Indiana University-Bloomington,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,210,451,Jiangnan University *,CHN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,211,452,Rice University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,212,453,Virginia Polytechnic Institute and State University,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,213,454,Universite de Montreal,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,214,459,Universidade Estadual Paulista Julio de Mesquita Filho,BRA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,215,461,University of Miami *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,216,465,Temple University *,USA,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,217,466,McMaster University,CAN,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,218,470,Charles University *,CZE,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,219,471,University of Auckland,NZL,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,220,473,Hanyang University *,KOR,Universities,,0,2015.0,2019.0
scimago,2026-07-19T14:07:16+00:00,overall,2021,221,474,Nagoya University *,JPN,Universities,,0,2015.0,2019.0
